name,description,isActive,productInclType,product,paApplies,paType,paPercent,paBaseAmountType,paAmount,rndApplies,roundType,rndToAmount,rndIsMinus,rndPMAmount,customerInclType,customer,dateApplies,dateBegin,dateEnd,qtyApplies,qtyMin,qtyMax,isAutoApply,isTier2,dateCreated,dateLastModified
"Rock Bottom Wholesale 01630",,"true","Product","01630","true","Fixed price","0%","Product Price","$424.40","false","Round up to nearest","$1.00","true","$0.01","Customer","Rock Bottom Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"Ziya Business Inc. 01842",,"true","Product","01842","true","Fixed price","0%","Product Price","$212.40","false","Round up to nearest","$1.00","true","$0.01","Customer","Ziya Business Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/23/2023"
"Ziya Business Inc. 01945",,"true","Product","01945","true","Fixed price","0%","Product Price","$155.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Ziya Business Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Lynchburg Wholesale 01787",,"true","Product","01787","true","Fixed price","0%","Product Price","$166.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Lynchburg Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/12/2023"
"Lynchburg Wholesale 01963",,"true","Product","01963","true","Fixed price","0%","Product Price","$164.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Lynchburg Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/12/2023"
"Lynchburg Wholesale 01650",,"true","Product","01650","true","Fixed price","0%","Product Price","$458.56","false","Round up to nearest","$1.00","true","$0.01","Customer","Lynchburg Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Lynchburg Wholesale 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$150.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Lynchburg Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/12/2023"
"Jackson Wholesale Inc 01787",,"true","Product","01787","true","Fixed price","0%","Product Price","$166.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Jackson Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Texas Wholesale - Arlington 01873",,"true","Product","01873","true","Fixed price","0%","Product Price","$119.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Texas Wholesale - Arlington","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/20/2023"
"Texas Wholesale - Arlington 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$149.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Texas Wholesale - Arlington","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/20/2023"
"Houston Cash-N-Carry North 01650",,"true","Product","01650","true","Fixed price","0%","Product Price","$458.56","false","Round up to nearest","$1.00","true","$0.01","Customer","Houston Cash-N-Carry North","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Gazaly Trading 01864",,"true","Product","01864","true","Fixed price","0%","Product Price","$153.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Gazaly Trading","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Nepa Wholesale Inc. 01824",,"true","Product","01824","true","Fixed price","0%","Product Price","$104.80","false","Round up to nearest","$1.00","true","$0.01","Customer","Nepa Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/04/2023"
"Deluxe Wholesale Distributors Inc 01787",,"true","Product","01787","true","Fixed price","0%","Product Price","$162.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Deluxe Wholesale Distributors Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Deluxe Wholesale Distributors Inc 01873",,"true","Product","01873","true","Fixed price","0%","Product Price","$153.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Deluxe Wholesale Distributors Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Deluxe Wholesale Distributors Inc 01864",,"true","Product","01864","true","Fixed price","0%","Product Price","$153.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Deluxe Wholesale Distributors Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Deluxe Wholesale Distributors Inc 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$150.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Deluxe Wholesale Distributors Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/08/2023"
"Jack's Sales Inc. 01630",,"true","Product","01630","true","Fixed price","0%","Product Price","$431.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Jack's Sales Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/03/2023"
"Win Global Trading LLC 01828",,"true","Product","01828","true","Fixed price","0%","Product Price","$194.62","false","Round up to nearest","$1.00","true","$0.01","Customer","Win Global Trading LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/07/2023"
"Win Global Trading LLC 11969",,"true","Product","11969","true","Fixed price","0%","Product Price","$105.12","false","Round up to nearest","$1.00","true","$0.01","Customer","Win Global Trading LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Rainbow Wholesale Plus Inc 01864",,"true","Product","01864","true","Fixed price","0%","Product Price","$153.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Rainbow Wholesale Plus Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Rainbow Wholesale Plus Inc 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$178.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Rainbow Wholesale Plus Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","08/01/2023"
"Rainbow Wholesale Plus Inc 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$150.80","false","Round up to nearest","$1.00","true","$0.01","Customer","Rainbow Wholesale Plus Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Rainbow Wholesale Plus Inc 01955",,"true","Product","01955","true","Fixed price","0%","Product Price","$178.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Rainbow Wholesale Plus Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","08/01/2023"
"International Foods 01864",,"true","Product","01864","true","Fixed price","0%","Product Price","$153.00","false","Round up to nearest","$1.00","true","$0.01","Customer","International Foods","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"International Foods 01873",,"true","Product","01873","true","Fixed price","0%","Product Price","$153.00","false","Round up to nearest","$1.00","true","$0.01","Customer","International Foods","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"International Foods 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$178.20","false","Round up to nearest","$1.00","true","$0.01","Customer","International Foods","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"International Foods 01955",,"true","Product","01955","true","Fixed price","0%","Product Price","$178.20","false","Round up to nearest","$1.00","true","$0.01","Customer","International Foods","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Gazaly Trading 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$152.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Gazaly Trading","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/03/2023"
"PTL Enterprises 02830",,"true","Product","02830","true","Fixed price","0%","Product Price","$299.40","false","Round up to nearest","$1.00","true","$0.01","Customer","PTL Enterprises","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"Martin & Snyder Co. 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$178.20","false","Round up to nearest","$1.00","true","$0.01","Customer","Martin & Snyder Co.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/04/2023"
"KT and Associates Inc. 01630",,"true","Product","01630","true","Fixed price","0%","Product Price","$427.00","false","Round up to nearest","$1.00","true","$0.01","Customer","KT and Associates Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","08/01/2023"
"KT and Associates Inc. 01864",,"true","Product","01864","true","Fixed price","0%","Product Price","$153.00","false","Round up to nearest","$1.00","true","$0.01","Customer","KT and Associates Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"KT and Associates Inc. 01873",,"true","Product","01873","true","Fixed price","0%","Product Price","$153.00","false","Round up to nearest","$1.00","true","$0.01","Customer","KT and Associates Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"KT and Associates Inc. 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$185.40","false","Round up to nearest","$1.00","true","$0.01","Customer","KT and Associates Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"KT and Associates Inc. 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$156.60","false","Round up to nearest","$1.00","true","$0.01","Customer","KT and Associates Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","05/23/2023"
"KT and Associates Inc. 01963",,"true","Product","01963","true","Fixed price","0%","Product Price","$167.00","false","Round up to nearest","$1.00","true","$0.01","Customer","KT and Associates Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"TVC Wholesale 15787.D",,"true","Product","15787.D","true","Fixed price","0%","Product Price","$336.00","false","Round up to nearest","$1.00","true","$0.01","Customer","TVC Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"TVC Wholesale 01960",,"true","Product","01960","true","Fixed price","0%","Product Price","$199.00","false","Round up to nearest","$1.00","true","$0.01","Customer","TVC Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/04/2023"
"TVC Wholesale 01782",,"true","Product","01782","true","Fixed price","0%","Product Price","$165.00","false","Round up to nearest","$1.00","true","$0.01","Customer","TVC Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Super Cash & Carry Wholesale 01828",,"true","Product","01828","true","Fixed price","0%","Product Price","$183.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Super Cash & Carry Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","04/26/2023"
"Super Cash & Carry Wholesale 01873",,"true","Product","01873","true","Fixed price","0%","Product Price","$117.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Super Cash & Carry Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","08/09/2023"
"Super Cash & Carry Wholesale 01782",,"true","Product","01782","true","Fixed price","0%","Product Price","$165.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Super Cash & Carry Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Weiner's LTD 01650",,"true","Product","01650","true","Fixed price","0%","Product Price","$464.07","false","Round up to nearest","$1.00","true","$0.01","Customer","Weiner's LTD","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Dearborn Wholesale - Madison 15787.J",,"true","Product","15787.J","true","Fixed price","0%","Product Price","$594.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Dearborn Wholesale - Madison","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Shah Distributors Inc. 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$147.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Shah Distributors Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Allison Wholesale 01635",,"true","Product","01635","true","Fixed price","0%","Product Price","$539.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Allison Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"Allison Wholesale 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$188.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Allison Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
